year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2015,Ford,Escape,SE,SUV,automatic,1fmcu9g91fua32429,fl,4.0,9611.0,blue,gray,remarketing by ge/sixrentals corp,22700.0,19200.0,2015-05-22 02:15:00+07:00
2014,Dodge,Journey,Limited,SUV,automatic,3c4pdddg9et241356,pa,5.0,5670.0,gray,black,td auto finance,24000.0,22500.0,2015-03-10 02:30:00+07:00
1999,Acura,Integra,LS,Hatchback,automatic,jh4dc4455xs005939,ca,2.0,200636.0,black,gray,charitable auto resource,900.0,700.0,2014-12-23 13:00:00+08:00
2014,Dodge,Charger,SE,sedan,automatic,2c3cdxbg7eh325434,ca,2.0,25327.0,white,black,enterprise vehicle exchange / tra / rental / tulsa,16200.0,12300.0,2015-06-02 06:00:00+07:00
2013,Lincoln,MKS,Base,Sedan,automatic,1lnhl9ek6dg609126,mi,5.0,30063.0,blue,black,ars-cpo,21500.0,24100.0,2014-12-18 09:00:00+08:00
2007,GMC,Canyon,SL,regular cab,automatic,1gtcs149578252179,ga,1.0,97993.0,blue,gray,santander consumer,4175.0,2500.0,2015-06-11 05:30:00+07:00
2014,Chrysler,300,C,Sedan,automatic,2c3ccakt8eh273387,mn,4.0,13100.0,gray,black,overland west inc,26800.0,26500.0,2015-01-14 05:00:00+08:00
2000,Nissan,Altima,GLE,Sedan,automatic,1n4dl01a1yc139487,ca,2.0,145986.0,gold,beige,purple heart services inc,1125.0,500.0,2015-05-27 08:10:00+07:00
2015,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cp2fl409036,ca,1.0,1275.0,silver,black,enterprise vehicle exchange / tra / rental / tulsa,12200.0,7700.0,2015-03-03 04:00:00+08:00
2014,Hyundai,Tucson,Limited,SUV,automatic,km8ju3ag7eu888165,ca,5.0,10533.0,blue,beige,hyundai motor america/co car,20800.0,23600.0,2015-02-17 04:00:00+08:00
2005,Toyota,Sienna,CE 7-Passenger,Minivan,automatic,5tdza23c15s355852,ca,2.0,144491.0,silver,gray,remarketing by ge/star sales,4450.0,5300.0,2015-05-13 05:30:00+07:00
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d45c361598,nc,2.0,179933.0,white,gray,fred anderson nissan of raleigh,2425.0,2100.0,2015-02-23 01:00:00+08:00
2014,Ram,1500,Sport,Crew Cab,automatic,1c6rr7mt5es370700,pa,3.0,16625.0,black,black,chrysler group llc,33800.0,35000.0,2015-03-05 01:30:00+08:00
2012,Ram,1500,SLT,Crew Cab,automatic,1c6rd7lp5cs249438,fl,3.0,170503.0,blue,beige,auto sails inc,16350.0,14000.0,2015-03-03 08:00:00+08:00
2013,Dodge,Grand Caravan,SE,Minivan,automatic,2c4rdgbg2dr723374,wa,4.0,37742.0,blue,black,ez rent a car/orlando,12350.0,12900.0,2015-01-14 05:15:00+08:00
2014,Hyundai,Accent,GLS,sedan,automatic,kmhct4aexeu698442,ca,1.0,29135.0,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,10100.0,7400.0,2015-05-27 08:00:00+07:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pddbg8et178849,mn,4.0,24188.0,white,black,hertz corporation/gdp,17200.0,17100.0,2015-02-11 05:00:00+08:00
2012,Jeep,Patriot,Latitude,SUV,automatic,1c4njrfb9cd538421,il,3.0,36436.0,black,black,ally,14050.0,13800.0,2015-02-26 02:00:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg3er255107,fl,3.0,17323.0,silver,black,hertz corporation/gdp,19850.0,19600.0,2015-01-19 04:30:00+08:00
2014,Chevrolet,Malibu,LT,Sedan,automatic,1g11e5sl7ef244896,il,4.0,22562.0,white,black,gm remarketing,15100.0,15600.0,2015-03-05 03:00:00+08:00
2006,Suzuki,Reno,Base,Hatchback,automatic,kl5jd66z36k377720,ca,2.0,118277.0,white,gray,quality acceptance,1825.0,1500.0,2014-12-26 15:00:00+08:00
2006,Nissan,Altima,2.5,Sedan,automatic,1n4al11d06n348899,nj,1.0,145176.0,silver,gray,ultra auto enterprise inc,3425.0,1250.0,2015-02-25 04:00:00+08:00
2005,Cadillac,CTS,Base,Sedan,manual,1g6dm56t850217536,oh,4.0,145251.0,white,tan,dt credit corporation,3475.0,3150.0,2015-01-22 01:00:00+08:00
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhe9ep084365,fl,4.0,33106.0,silver,gray,southeastern car & truck rental,13200.0,13000.0,2015-03-03 02:15:00+08:00
2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek4cm420176,ca,2.0,30370.0,gray,black,nissan infiniti lt,21600.0,18500.0,2015-02-17 04:30:00+08:00
1999,Honda,Accord,LX,sedan,automatic,1hgcg6650xa105996,md,2.0,90496.0,silver,tan,darcars toyota of frederick,2175.0,2100.0,2015-06-02 02:30:00+07:00
2013,Volvo,S60,T5,Sedan,automatic,yv1612fs6d2201532,fl,4.0,30500.0,gray,beige,volvo car financial service/world omni,17500.0,18000.0,2015-01-27 01:30:00+08:00
2014,Chrysler,300,Base,Sedan,automatic,2c3ccaag2eh340148,ga,4.0,6196.0,gray,black,chrysler capital,20800.0,20400.0,2015-02-24 01:30:00+08:00
2015,Jeep,Grand Cherokee,Limited,suv,automatic,1c4rjfbg8fc674941,pa,5.0,15041.0,black,black,enterprise veh exchange/rental,34300.0,34800.0,2015-06-11 02:30:00+07:00
2008,Hyundai,Elantra,GLS,Sedan,automatic,kmhdu46d48u452606,fl,1.0,188366.0,purple,beige,tebo financial services,1875.0,1000.0,2015-01-06 01:15:00+08:00
2015,Ford,Transit Van,250 Medium Roof,Transit Van,automatic,1ftyr1cm9fka38112,sc,5.0,8813.0,white,gray,enterprise veh exchange/rental,24500.0,22800.0,2015-06-04 02:15:00+07:00
2009,Chevrolet,Traverse,LT1,SUV,automatic,1gner23d69s128600,mi,4.0,152082.0,purple,black,remarketing by ge/vic canever chevrolet inc,7675.0,8000.0,2015-02-12 01:30:00+08:00
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag8cc226003,mi,5.0,31783.0,black,black,kevins marysville auto sales inc,23700.0,25100.0,2015-01-15 01:30:00+08:00
2005,Buick,LaCrosse,CX,Sedan,automatic,2g4wc532951193641,oh,2.0,140585.0,silver,gray,credit acceptance corp/vrs/southfield,3000.0,1800.0,2015-02-17 04:00:00+08:00
2014,Kia,Forte,LX,Sedan,automatic,knafx4a69e5227629,ca,5.0,10562.0,white,gray,kia motors america  inc,12700.0,13800.0,2015-02-17 04:30:00+08:00
2014,Kia,Soul,Base,Wagon,automatic,kndjn2a2xe7046872,fl,1.0,13376.0,brown,black,santander consumer,12450.0,6400.0,2015-01-26 01:30:00+08:00
2012,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kvcg7cf197027,ga,4.0,48517.0,white,gray,carworks inc,21900.0,22200.0,2015-02-12 02:00:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae6dh364749,ca,1.0,36053.0,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,11400.0,7200.0,2015-02-24 05:00:00+08:00
2013,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb4d7270033,nv,2.0,32019.0,white,black,remarketing by ge/certified fleet inc,11700.0,9600.0,2015-01-30 04:00:00+08:00
2001,Pontiac,Grand Prix,SE,Sedan,automatic,1g2wk52j41f115114,md,2.0,177210.0,red,black,purple heart services inc,800.0,350.0,2015-01-13 12:00:00+08:00
2007,Nissan,Altima,2.5 S,Sedan,automatic,1n4al21e57c196081,wi,2.0,215964.0,blue,black,patrick cadillac,2775.0,2650.0,2015-01-21 02:00:00+08:00
2003,Infiniti,G35,Base,sedan,automatic,jnkcv51e63m319310,tx,2.0,143275.0,silver,gray,meridian remarketing,3600.0,2500.0,2015-06-03 03:30:00+07:00
2004,Chrysler,PT Cruiser,Base,Wagon,automatic,3c4fy48b64t215178,in,3.0,208591.0,silver,black,sunrise acceptance inc,500.0,350.0,2015-02-11 04:59:00+08:00
2012,MINI,Cooper,Base,hatchback,automatic,wmwsu3c52ct263130,nv,4.0,30665.0,white,black,bmw mini financial services,11550.0,11500.0,2015-06-11 07:00:00+07:00
2012,Jeep,Wrangler,Sport,SUV,manual,1c4ajwag9cl286322,fl,5.0,7007.0,green,black,autosport usa,21100.0,27200.0,2015-02-10 01:15:00+08:00
2014,Toyota,Camry,SE,sedan,automatic,4t1bf1fk3eu405660,wi,1.0,24322.0,blue,black,hertz/tra,15600.0,9200.0,2015-06-03 05:00:00+07:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg1eh107652,ca,5.0,24816.0,gray,black,california motorsports,16000.0,19250.0,2015-02-10 04:30:00+08:00
2005,Ford,Expedition,XLT,SUV,automatic,1fmfu16595la52770,tn,2.0,108215.0,blue,gray,manheim nashville,4950.0,4100.0,2014-12-30 10:30:00+08:00
2010,Dodge,Charger,SXT Fleet,Sedan,automatic,2b3ca3cv1ah257184,tx,3.0,88923.0,white,black,cenizo financial corporation inc,9025.0,10500.0,2015-05-28 03:30:00+07:00
2011,Nissan,Sentra,2,sedan,automatic,3n1ab6ap4bl663920,tx,4.0,61620.0,white,gray,regional acceptance corporation / greensboro,7675.0,8200.0,2015-06-02 03:30:00+07:00
2006,Chevrolet,Suburban,LS 1500,SUV,automatic,3gnec16z56g108098,tn,4.0,111556.0,silver,gray,city auto,8625.0,13900.0,2015-01-21 02:30:00+08:00
2003,Honda,Accord,EX V-6,Coupe,manual,1hgcm81673a027022,az,2.0,153231.0,black,black,southwest title loans,2575.0,3550.0,2015-01-22 03:00:00+08:00
2014,Chevrolet,Spark,1LT,Hatchback,automatic,kl8cd6s95ec417385,il,4.0,19107.0,gray,black,gm remarketing,9775.0,9600.0,2015-03-05 03:00:00+08:00
2004,Honda,Element,EX,SUV,manual,5j6yh27654l029560,il,1.0,162284.0,orange,black,santander consumer,4075.0,2300.0,2015-02-17 05:00:00+08:00
2013,Chevrolet,Malibu,LT,Sedan,automatic,1g11e5sa9df325170,ca,2.0,32533.0,silver,black,enterprise vehicle exchange / tra / rental / tulsa,13600.0,9300.0,2015-01-20 04:00:00+08:00
2015,GMC,Yukon,SLT,suv,automatic,1gks2bkc1fr189353,nv,5.0,6222.0,white,black,riverton elko chevrolet buick gmc cadillac,53200.0,54000.0,2015-06-12 05:00:00+07:00
2010,Mercedes-Benz,E-Class,E550,Coupe,automatic,wddkj7cb4af044292,ca,4.0,32814.0,silver,black,desert european motorcars,25200.0,26750.0,2015-02-18 04:15:00+08:00
2001,Jaguar,XJ-Series,XJR,Sedan,automatic,sajda15b61mf24637,wi,2.0,200740.0,black,gray,knauz continental autos inc,575.0,1700.0,2015-02-25 02:00:00+08:00
2014,Chrysler,300,S,sedan,automatic,2c3ccagg2eh166881,ny,5.0,6633.0,off-white,black,chrysler capital,27600.0,29000.0,2015-06-03 02:30:00+07:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbgxeh197402,fl,4.0,31006.0,blue,black,hertz corporation/gdp,15500.0,15100.0,2015-01-19 04:30:00+08:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae7dh242854,ca,2.0,27529.0,red,tan,enterprise vehicle exchange / tra / rental / tulsa,11900.0,10300.0,2015-02-24 04:00:00+08:00
2013,Dodge,Grand Caravan,Crew,Minivan,automatic,2c4rdgdg5dr580028,ca,2.0,40175.0,beige,black,wheels exchange llc,15000.0,11400.0,2015-01-21 04:30:00+08:00
2009,Mitsubishi,Galant,ES,sedan,automatic,4a3ab36f99e025214,il,3.0,105680.0,white,black,first merit bank,4400.0,5000.0,2015-06-18 03:00:00+07:00
2005,Chevrolet,Colorado,Z85,Regular Cab,automatic,1gccs148358279742,az,2.0,316358.0,white,gray,buckeye title loans inc,750.0,2300.0,2015-01-20 03:00:00+08:00
2012,Ford,F-150,Lariat,SuperCrew,automatic,1ftfw1et3cfa43122,mo,5.0,66833.0,brown,tan,woodhouse ford inc,26900.0,26700.0,2015-02-03 03:00:00+08:00
2014,Chevrolet,Impala Limited,LS Fleet,Sedan,automatic,2g1wa5e30e1104581,mi,4.0,25899.0,black,beige,gm remarketing,12150.0,12000.0,2015-02-19 01:30:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg9er436986,ca,2.0,17099.0,white,black,enterprise vehicle exchange / tra / rental / tulsa,19850.0,10200.0,2015-01-15 04:00:00+08:00
2013,Nissan,Rogue,SV,SUV,automatic,jn8as5mv1dw648360,wi,2.0,25398.0,silver,black,hertz damaged liquidation,15100.0,10900.0,2015-02-11 01:00:00+08:00
2007,Ford,F-250 Super Duty,XL,SuperCab,automatic,1ftsx20p27ea67404,fl,1.0,145463.0,white,gray,credit acceptance corp/vrs/southfield,4675.0,1450.0,2015-01-13 09:15:00+08:00
2015,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,1c4bjweg2fl571298,tx,5.0,131.0,green,black,mid city mcandrew motors,29200.0,42500.0,2015-03-05 03:00:00+08:00
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja9br237326,ca,4.0,30336.0,white,gray,usaa fleet,11700.0,11600.0,2015-01-07 12:30:00+08:00
2004,GMC,Envoy XUV,SLT,SUV,automatic,1gkes12p246184798,fl,2.0,90066.0,silver,gray,treasure coast toyota of stuart,4600.0,4400.0,2015-01-29 03:15:00+08:00
2009,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,automatic,wddgf81x29f252971,va,3.0,60740.0,silver,gray,shirlie slack mitsubishi,14100.0,14800.0,2015-02-05 01:35:00+08:00
2014,Jaguar,XF,Base,Sedan,automatic,sajwj0ef7e8u14083,wi,1.0,3197.0,black,gray,enterprise vehicle exchange / tra / rental / tulsa,32000.0,30300.0,2015-01-21 01:00:00+08:00
2008,Pontiac,G5,Base,Coupe,automatic,1g2al18f287249532,wi,2.0,125053.0,red,black,dt credit corporation,2750.0,4000.0,2015-03-04 02:00:00+08:00
2007,Jeep,Liberty,Sport,SUV,automatic,1j4gk48kx7w699774,ga,3.0,48434.0,gold,beige,south bay remarketing services,7175.0,6800.0,2015-01-29 02:00:00+08:00
2011,Mitsubishi,Lancer,ES,Sedan,automatic,ja32u2fu5bu001562,fl,4.0,33173.0,black,black,santander consumer,8800.0,8400.0,2015-01-22 01:35:00+08:00
1996,Ford,Taurus,GL,Sedan,automatic,1falp52uxta167265,fl,1.0,55748.0,white,gray,autonation toyota winter park,650.0,650.0,2015-01-06 18:00:00+08:00
2014,Ford,Escape,SE,SUV,automatic,1fmcu9g99eub66328,mo,4.0,42977.0,red,gray,ars/avis budget group,17400.0,17000.0,2015-05-26 03:30:00+07:00
2013,Dodge,Grand Caravan,SE,Minivan,automatic,2c4rdgbg5dr723501,fl,4.0,38203.0,blue,black,ez rent a car inc,12950.0,12700.0,2015-02-17 01:00:00+08:00
2006,Chrysler,Town and Country,Touring,Minivan,automatic,2a8gp54lx6r783542,pa,3.0,74805.0,silver,gray,levittown ford llc,4800.0,2300.0,2015-02-10 05:01:00+08:00
2012,Chrysler,200,LX,Sedan,automatic,1c3ccbab5cn273172,il,3.0,54313.0,gray,gray,dtg operations inc,9050.0,9100.0,2015-02-12 02:00:00+08:00
2014,Chrysler,200,Touring,Sedan,automatic,1c3ccbbg9en236624,fl,4.0,18894.0,blue,black,hertz corporation/gdp,13300.0,12300.0,2015-01-19 04:30:00+08:00
2009,Chevrolet,HHR,LS,Wagon,automatic,3gnca13b59s632471,ca,1.0,97090.0,white,gray,dt credit corporation,4700.0,3100.0,2015-02-24 05:00:00+08:00
2014,Dodge,Journey,SE,SUV,automatic,3c4pdcab7et197487,fl,4.0,23169.0,silver,black,remarketing by ge/manheim central florida,14400.0,14000.0,2015-05-27 02:15:00+07:00
2001,Chevrolet,Silverado 1500,Base,Extended Cab,automatic,2gcec19v011322970,tx,1.0,134604.0,white,gray,oklahoma farm bureau mutual insurance,3275.0,1150.0,2015-01-20 02:30:00+08:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab3en181910,in,5.0,9365.0,gray,black,chrysler capital,12300.0,12500.0,2014-12-18 10:10:00+08:00
2014,Jeep,Patriot,Limited,SUV,automatic,1c4njrcb0ed508926,fl,4.0,6410.0,blue,beige,chrysler group llc,20700.0,19400.0,2015-01-19 04:30:00+08:00
2013,Infiniti,M,M37x,Sedan,automatic,jn1by1ar2dm602730,tn,5.0,10094.0,gray,beige,nissan north america inc.,33600.0,36000.0,2015-01-29 02:00:00+08:00
2010,Lincoln,MKS,Base,Sedan,automatic,1lnhl9dr3ag609790,tn,4.0,66746.0,white,tan,harold mathews nissan inc,13750.0,13700.0,2015-02-11 02:30:00+08:00
2011,Mazda,Mazda2,Touring,Hatchback,automatic,jm1de1hy5b0104005,pr,4.0,73021.0,green,black,archie outlet auto sales,5300.0,6800.0,2014-12-18 11:00:00+08:00
2009,Cadillac,CTS,Base,sedan,automatic,1g6dg577x90162277,mi,5.0,86582.0,red,tan,kevins marysville auto sales inc,11100.0,12500.0,2015-06-04 02:30:00+07:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cc193906,tx,2.0,49744.0,black,black,nissan-infiniti lt,11050.0,8800.0,2015-02-11 02:30:00+08:00
2015,Subaru,Forester,2.5i Premium PZEV,suv,automatic,jf2sjadc8fh422741,il,5.0,4102.0,silver,black,subaru of america,23800.0,23900.0,2015-06-09 04:00:00+07:00
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb8e7338569,fl,4.0,20467.0,silver,black,gm remarketing,13400.0,13000.0,2015-01-26 05:00:00+08:00
2005,Pontiac,Montana,SV6,Minivan,automatic,1gmdv33l75d272843,ca,2.0,147873.0,red,gray,800 loan mart,2200.0,1150.0,2015-02-24 05:00:00+08:00
2003,Nissan,Altima,2.5 SL,Sedan,automatic,1n4al11dx3c154985,ca,2.0,134275.0,blue,gray,800 loan mart,2550.0,800.0,2015-02-17 05:00:00+08:00
2014,Chevrolet,Silverado 1500,LTZ,Double Cab,automatic,1gcvksec8ez192382,mi,5.0,140.0,red,black,automobiles paille inc,36100.0,36600.0,2015-05-21 02:30:00+07:00
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc4cba08929,nc,5.0,37421.0,white,gray,toyota/scion of gastonia,18800.0,20100.0,2014-12-30 09:30:00+08:00
2014,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscce05er104813,tn,5.0,42728.0,gray,black,avis corporation,38800.0,38300.0,2015-02-18 02:00:00+08:00
1996,Honda,Accord,LX,Sedan,automatic,1hgcd5639ta009473,pa,3.0,128794.0,beige,beige,weathers motors,1025.0,800.0,2015-03-03 05:01:00+08:00
2011,Honda,Accord,LX,Sedan,automatic,1hgcp2f35ba125001,ga,2.0,102199.0,blue,gray,ahfc/honda lease trust/hvt  inc.,9000.0,8300.0,2015-02-26 02:00:00+08:00
2004,Dodge,Durango,SLT,SUV,automatic,1d4hb48d24f141427,pa,2.0,84978.0,blue,gray,pauls autos inc/hanchick & lerch,4525.0,1300.0,2015-01-27 04:30:00+08:00
1996,Chevrolet,C/K 1500 Series,Cheyenne,Regular Cab,automatic,1gcec14w9tz141215,tx,1.0,214997.0,black,gray,select remarketing group llc/midwest title loans,800.0,1100.0,2015-02-05 04:00:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg5er352145,mn,5.0,22698.0,white,black,hertz corporation/gdp,16900.0,17400.0,2015-02-25 05:00:00+08:00
2014,Kia,Forte,LX,Sedan,automatic,knafx4a61e5217189,tx,5.0,7026.0,red,gray,kia motors america  inc,12750.0,13500.0,2015-01-28 02:30:00+08:00
2004,BMW,7 Series,745i,Sedan,automatic,wbagl634x4dp69544,ca,2.0,68108.0,gray,black,walters auto sales/service inc,7025.0,5500.0,2015-05-20 05:15:00+07:00
2007,Cadillac,CTS,Base,Sedan,automatic,1g6dm57t770169335,fl,2.0,126749.0,blue,gray,westlake financial services,4875.0,4300.0,2015-02-19 15:00:00+08:00
1997,Cadillac,Catera,Base,Sedan,automatic,w06vr52r6vr950310,va,1.0,101678.0,red,tan,purple heart services inc,725.0,200.0,2015-05-06 02:05:00+07:00
2002,Ford,Explorer Sport,Choice,suv,automatic,1fmyu60e22ud23155,ms,1.0,238377.0,white,gray,select remarketing group llc/midwest title loans,525.0,300.0,2015-06-18 05:02:00+07:00
2013,Nissan,Rogue,S,suv,automatic,jn8as5mt9dw548506,ca,3.0,38888.0,white,black,nissan motor acceptance corporation,12900.0,11750.0,2015-06-16 05:30:00+07:00
2007,Chrysler,PT Cruiser,Limited,wagon,automatic,3a8fy68bx7t604236,in,1.0,117954.0,blue,gray,santander consumer,2650.0,300.0,2015-06-04 05:30:00+07:00
2004,Isuzu,Ascender,S 7-Passenger,SUV,automatic,4nues16s546701493,va,2.0,102717.0,silver,gray,credit acceptance corp/vrs/southfield,3300.0,2000.0,2015-02-12 01:05:00+08:00
1996,Toyota,Camry,LE,Sedan,automatic,jt2bg12kxt0393964,ca,2.0,125427.0,black,beige,aaero sweet company,1200.0,1050.0,2014-12-31 11:30:00+08:00
2014,Ram,1500,Sport,crew cab,automatic,1c6rr7mt6es284389,va,5.0,19603.0,black,black,fca us llc,33900.0,30200.0,2015-06-04 01:50:00+07:00
2009,GMC,Acadia,SLE-1,suv,automatic,1gker13d19j202468,ga,2.0,67936.0,silver,black,t. james motorsports llc,12000.0,13000.0,2015-05-26 02:30:00+07:00
2014,Dodge,Durango,Limited,SUV,automatic,1c4rdjdg3ec475382,pa,4.0,11513.0,blue,black,pv holding inc/gdp,30600.0,31500.0,2015-01-22 01:30:00+08:00
2015,Jeep,Compass,Sport,suv,automatic,1c4njcba2fd137940,il,3.0,10426.0,white,black,hertz corporation/gdp,16300.0,15200.0,2015-06-18 04:00:00+07:00
2008,Nissan,Armada,SE,SUV,automatic,5n1aa08c58n612656,md,1.0,162352.0,gray,black,jpmorgan chase bank n.a.,7725.0,1200.0,2015-01-13 09:30:00+08:00
2012,Chevrolet,Traverse,LT,SUV,automatic,1gnkrjed0cj325351,ca,4.0,61549.0,blue,beige,lease plan usa,17150.0,17600.0,2015-02-17 04:00:00+08:00
2003,Toyota,Camry,LE,Sedan,automatic,4t1be32k93u772130,il,1.0,1.0,gray,gray,toyota of naperville inc,5000.0,1150.0,2015-03-03 05:00:00+08:00
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar6cm676788,ga,5.0,27802.0,gray,black,nissan infiniti lt,20200.0,21200.0,2015-02-17 01:30:00+08:00
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew5eda31793,ca,4.0,17228.0,white,gray,u-haul,19200.0,18100.0,2015-06-16 05:30:00+07:00
2006,Jeep,Commander,Limited,SUV,automatic,1j8hh58n86c168915,tn,3.0,119629.0,beige,tan,dt credit corporation,7000.0,7800.0,2015-03-03 02:30:00+08:00
2013,Chevrolet,Suburban,LTZ 1500,SUV,automatic,1gnskke73dr177381,ca,5.0,58935.0,silver,black,the hertz corporation,32000.0,31900.0,2015-02-04 04:30:00+08:00
2014,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag4ec269532,mi,5.0,17507.0,gray,gray,kevins marysville auto sales inc,26000.0,25000.0,2015-02-19 01:30:00+08:00
2009,Infiniti,G37,Base,Coupe,automatic,jnkcv64e29m600501,ca,2.0,1.0,black,black,wells fargo dealer services,19350.0,5000.0,2015-01-13 05:00:00+08:00
2011,Toyota,FJ Cruiser,Base,SUV,automatic,jtezu4bf6bk011009,pr,3.0,50509.0,silver,black,toyota credit de puerto rico,22300.0,15800.0,2015-01-22 03:00:00+08:00
2012,MINI,Cooper,S,Hatchback,automatic,wmwsv3c55cty19377,oh,4.0,24598.0,blue,black,bmw mini financial services,15950.0,16000.0,2015-02-24 01:30:00+08:00
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h76er354349,mi,5.0,10399.0,burgundy,black,ford motor credit company llc,14650.0,15900.0,2015-05-28 02:00:00+07:00
2007,Dodge,Nitro,SLT,suv,automatic,1d8gu58k97w559772,nj,3.0,161397.0,white,gray,jersey city ford lincoln mercury,3925.0,4200.0,2015-06-17 02:30:00+07:00
2014,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac2eh903048,nv,4.0,18888.0,black,gray,hyundai motor america,14200.0,14200.0,2014-12-31 12:00:00+08:00
2007,Chevrolet,Silverado 2500HD,Work Truck,Regular Cab,automatic,1gchc24k07e540706,tn,4.0,177395.0,white,gray,enterprise fleet management,5075.0,3000.0,2015-03-10 03:00:00+07:00
2005,Chrysler,300,C,Sedan,automatic,2c3ja63h45h585405,il,2.0,157560.0,black,gray,pra receivables management llc,4450.0,3700.0,2015-05-21 07:00:00+07:00
2012,Mercedes-Benz,E-Class,E350 Sport BlueTEC,Sedan,automatic,wddhf2eb4ca529527,fl,2.0,24502.0,gray,gray,mercedes-benz financial services,31500.0,26800.0,2014-12-18 09:30:00+08:00
2013,Ford,Escape,SEL,SUV,automatic,1fmcu9h9xdua07881,mo,4.0,46882.0,green,black,ars/avis budget group,17250.0,17100.0,2015-01-14 02:00:00+08:00
2007,Chevrolet,Silverado 1500,Work Truck,Regular Cab,automatic,1gcec14007z631625,ca,3.0,199427.0,white,black,tradewinds remarketing,5875.0,5900.0,2015-02-26 04:00:00+08:00
2001,Chevrolet,Impala,Base,Sedan,automatic,2g1wf55e919375170,mo,1.0,189259.0,brown,brown,dt inventory,1050.0,500.0,2015-02-23 03:00:00+08:00
2014,Kia,Optima,LX,sedan,automatic,5xxgm4a71eg314557,nj,1.0,31849.0,silver,beige,enterprise vehicle exchange / tra / rental / tulsa,13500.0,10250.0,2015-06-10 05:00:00+07:00
2006,Ford,Explorer,XLS,SUV,automatic,1fmeu72e86ua30257,nj,1.0,78449.0,silver,gray,danny automotive inc,5450.0,2100.0,2015-02-18 04:00:00+08:00
2014,Jeep,Cherokee,Latitude,SUV,automatic,1c4pjlcs4ew173745,va,4.0,17080.0,red,black,chrysler group llc,18500.0,19300.0,2015-01-28 16:00:00+08:00
2012,Volkswagen,Passat,SE PZEV,sedan,automatic,1vwbp7a37cc077258,ca,3.0,26212.0,gray,black,vw credit,12350.0,11750.0,2015-06-18 05:30:00+07:00
2012,Ford,Escape,Limited,SUV,automatic,1fmcu0eg9ckc16666,tn,5.0,29763.0,red,black,ford motor credit company llc,17400.0,17800.0,2015-01-21 02:00:00+08:00
2009,Dodge,Grand Caravan,C/V,minivan,automatic,2d8hn11e69r615435,wi,2.0,1.0,silver,black,lease plan usa,5650.0,1200.0,2015-06-17 05:30:00+07:00
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp9ct022684,pa,4.0,22734.0,black,gray,r hollenshead auto sales inc,10550.0,10200.0,2015-06-19 02:00:00+07:00
2014,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap4ec467072,md,1.0,23001.0,black,gray,enterprise-tra,17000.0,14000.0,2015-01-20 05:00:00+08:00
2011,Buick,LaCrosse,CXS,Sedan,automatic,1g4ge5ed9bf149124,mn,4.0,38198.0,gray,tan,northeast auto marketing inc,17800.0,17000.0,2014-12-30 10:45:00+08:00
2006,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gs48k56c205451,fl,2.0,131830.0,blue,gray,autonation toyota scion weston,5325.0,3900.0,2015-01-13 10:00:00+08:00
2014,Mitsubishi,Mirage,ES,Hatchback,automatic,ml32a4hj4eh001500,pr,4.0,19166.0,white,black,reliable financial services inc,9325.0,9200.0,2015-02-26 03:00:00+08:00
