year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2010,Ford,Transit Connect,Cargo Van XL,minivan,automatic,nm0ls7cn1at000805,ca,3.0,78942.0,white,gray,lease plan usa,9225.0,8750.0,2015-06-02 06:00:00+07:00
2011,Ford,F-150,FX2,SuperCrew,automatic,1ftfw1ct9bkd64719,fl,4.0,65293.0,red,black,tdaf remarketing,22100.0,24000.0,2015-02-10 01:00:00+08:00
2006,Pontiac,Grand Prix,GT,Sedan,automatic,2g2wr554561252174,mi,3.0,101992.0,black,black,remarketing by ge/people driven credit union,4250.0,3600.0,2015-02-19 01:30:00+08:00
1998,Lexus,ES 300,Base,Sedan,automatic,jt8bf28g7w5031373,md,2.0,298697.0,white,beige,purple heart services inc,375.0,350.0,2015-01-20 04:00:00+08:00
2013,Chrysler,200,Limited,sedan,automatic,1c3ccbcgxdn738216,mn,5.0,20495.0,gray,black,chrysler capital,13200.0,15600.0,2015-06-18 03:45:00+07:00
2007,Ford,Escape,XLT,SUV,automatic,1fmyu93137ka29681,oh,2.0,67477.0,white,tan,wells fargo dealer services,7575.0,5800.0,2015-01-27 04:00:00+08:00
2013,Ford,Focus,SE,Hatchback,automatic,1fadp3k28dl338592,nc,1.0,50314.0,black,black,ari,10300.0,1900.0,2015-03-03 00:30:00+08:00
2012,Chevrolet,Malibu,LS,Sedan,automatic,1g1zb5e04cf164465,pa,5.0,36900.0,silver,gray,gm financial leasing,10500.0,10600.0,2014-12-23 09:00:00+08:00
2014,Dodge,Grand Caravan,R/T,Minivan,automatic,2c4rdgegxer431632,pa,4.0,10048.0,blue,black,enterprise holdings/gdp,19400.0,19700.0,2015-03-05 01:30:00+08:00
2007,Kia,Rondo,LX,wagon,automatic,knafg525077082869,ms,3.0,112572.0,black,gray,dt credit corporation,3250.0,2700.0,2015-06-18 03:15:00+07:00
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f5xce309649,ga,2.0,34927.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,11050.0,10200.0,2015-01-29 02:00:00+08:00
2011,Nissan,Rogue,S,SUV,automatic,jn8as5mtxbw152498,fl,2.0,87048.0,black,black,tfp international inc,9350.0,9600.0,2015-02-05 02:25:00+08:00
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp0ct026882,ca,4.0,12270.0,silver,gray,nissan-infiniti lt,11050.0,11750.0,2015-03-03 04:30:00+08:00
2006,Volkswagen,Rabbit,Base,Hatchback,automatic,wvwdr71kx6w183199,fl,2.0,104804.0,black,black,expert auto group inc,3725.0,3500.0,2015-02-26 02:10:00+08:00
1995,Geo,Prizm,Base,Sedan,automatic,1y1sk5266sz002895,nj,1.0,162909.0,gold,tan,purple heart services inc,500.0,550.0,2015-05-28 11:05:00+07:00
2014,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cpxel381713,ca,4.0,30665.0,blue,black,g & a investments inc/avis systems,10200.0,11300.0,2015-02-17 04:30:00+08:00
2003,Saturn,ION,3,Coupe,automatic,1g8aw12f23z204299,va,2.0,114117.0,red,gray,purple heart,1200.0,1850.0,2015-02-26 03:50:00+08:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab7en146965,ca,1.0,14382.0,blue,black,enterprise vehicle exchange / tra / rental / tulsa,12150.0,10200.0,2015-01-13 12:00:00+08:00
2014,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g11x5slxe9242689,mi,4.0,23391.0,black,gray,gm remarketing,16800.0,15900.0,2015-01-08 01:30:00+08:00
2015,Hyundai,Veloster,Turbo,Hatchback,automatic,kmhtc6ae0fu229907,ca,5.0,7.0,gray,black,hyundai motor america/co car,21100.0,21600.0,2015-02-17 04:00:00+08:00
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp4bt001336,ca,4.0,35032.0,black,beige,nissan-infiniti lt,9375.0,10100.0,2015-02-25 04:30:00+08:00
2015,Ford,Fiesta,SE,hatchback,automatic,3fadp4ej2fm167557,pa,1.0,3769.0,white,black,hertz/tra,11400.0,7100.0,2015-06-02 06:01:00+07:00
2001,Chevrolet,Tahoe,Base,SUV,automatic,1gnek13t81r105658,oh,1.0,201349.0,silver,gray,credit acceptance corp/vrs/southfield,2525.0,600.0,2015-02-12 01:00:00+08:00
2012,Buick,Enclave,Leather Group,SUV,automatic,5gakrced6cj370851,fl,5.0,28685.0,red,beige,rick matthews buick gmc llp,25800.0,25300.0,2015-02-19 01:50:00+08:00
2008,Ford,Econoline Cargo,E-250,Van,automatic,1ftne24l08da24231,in,2.0,145054.0,white,gray,enterprise fm exchange/tra/lease,7725.0,3400.0,2015-02-18 04:59:00+08:00
2011,Chevrolet,Malibu,LT1,Sedan,automatic,1g1zc5e18bf323928,wi,1.0,76641.0,black,black,financial services remarketing (lease),8300.0,4900.0,2015-06-03 06:15:00+07:00
2014,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb2ea961944,ga,2.0,25599.0,red,black,hertz/tra,23300.0,17800.0,2015-02-05 04:30:00+08:00
2004,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u540098918,ca,3.0,91146.0,white,gray,claremont toyota,4900.0,5700.0,2015-03-05 04:00:00+08:00
2012,Ford,Focus,SE,Hatchback,automatic,1fahp3k24cl135750,mo,4.0,50549.0,white,black,ford motor credit company,9050.0,8000.0,2015-02-17 03:00:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg0er264071,ca,3.0,23490.0,black,black,enterprise holdings/gdp,16650.0,15000.0,2015-01-27 04:30:00+08:00
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f51ce318109,ca,2.0,31229.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,11150.0,11400.0,2015-01-15 04:00:00+08:00
2014,Ford,Expedition,Limited,SUV,automatic,1fmju2a5xeef29010,il,5.0,23199.0,black,black,enterprise/ars,35300.0,36500.0,2015-01-08 10:00:00+08:00
2008,Ford,Escape,XLT,SUV,automatic,1fmcu93168kd49377,pa,4.0,92046.0,white,tan,rohrich toyota inc,7400.0,7600.0,2015-02-11 01:30:00+08:00
2010,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,1j4ba5h11al167591,tn,5.0,61781.0,silver,gray,wholesale inc # 2,22200.0,25250.0,2015-02-25 02:30:00+08:00
2014,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae6eh516112,ca,2.0,10312.0,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,13600.0,9800.0,2014-12-16 13:00:00+08:00
2001,Nissan,Pathfinder,SE,SUV,automatic,jn8dr07x51w509918,nc,3.0,164225.0,white,gray,credit acceptance corp/vrs/southfield,2150.0,2100.0,2015-02-23 01:30:00+08:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm716228,ca,4.0,45391.0,gray,black,nissan infiniti lt,19050.0,17500.0,2015-01-29 04:30:00+08:00
2013,Mitsubishi,Lancer,ES,sedan,automatic,ja32u2fu1du017647,mo,2.0,48311.0,black,black,dtg operations inc,8775.0,8200.0,2015-06-17 03:00:00+07:00
2014,Jeep,Patriot,Limited,SUV,automatic,1c4njpcb6ed520258,fl,3.0,37880.0,black,beige,ge fleet or gefs by apex fleet as agent,15250.0,13300.0,2015-01-19 04:30:00+08:00
2014,Chevrolet,Camaro,LT,convertible,automatic,2g1fb3d30e9308818,il,3.0,27121.0,red,black,gm/enterprise vehicle exchange,21600.0,21400.0,2015-06-16 03:00:00+07:00
2002,Nissan,Sentra,GXE,Sedan,automatic,3n1cb51d82l580466,md,2.0,108898.0,gold,gray,sheehy nissan of waldorf,1725.0,1200.0,2015-02-03 05:00:00+08:00
2012,Chrysler,200,Limited,Sedan,automatic,1c3ccbcgxcn230469,oh,5.0,45962.0,red,black,wells fargo dealer services,11450.0,12100.0,2015-02-17 04:00:00+08:00
2014,Jeep,Patriot,Sport,SUV,automatic,1c4njpbb0ed927218,il,4.0,13938.0,white,black,pv holding inc/gdp,14050.0,13200.0,2015-02-12 03:00:00+08:00
2008,Lincoln,Town Car,Signature Limited,Sedan,automatic,2lnhm82v18x636725,ga,4.0,117661.0,black,tan,innovative auto llc,5675.0,8800.0,2015-01-22 02:00:00+08:00
2010,Ford,Edge,SEL,SUV,automatic,2fmdk3jc7abb53024,fl,2.0,102618.0,burgundy,black,santander consumer,10800.0,7500.0,2015-06-03 02:05:00+07:00
2009,Ford,F-150,XL,Regular Cab,automatic,1ftrf12899kb81535,ca,2.0,143632.0,white,gray,lease plan usa,6975.0,4700.0,2015-02-25 07:05:00+08:00
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gc1kve89ff144579,tx,3.0,21395.0,silver,black,express car & truck rental,40100.0,38250.0,2015-06-11 04:00:00+07:00
2007,Jeep,Compass,Sport,SUV,automatic,1j8ff47wx7d429703,mi,4.0,68610.0,red,gray,metro wholesale outlet inc,7475.0,8200.0,2015-02-12 01:30:00+08:00
1998,Ford,Expedition,XLT,SUV,automatic,1fmru1762wlb39383,fl,1.0,182328.0,burgundy,tan,florida titles,1250.0,300.0,2015-02-17 01:15:00+08:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg7eh197308,fl,4.0,26319.0,silver,black,hertz corporation/gdp,15800.0,15300.0,2015-01-19 04:30:00+08:00
2012,Honda,CR-V,EX,SUV,automatic,5j6rm4h56cl010743,nj,4.0,38469.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,17900.0,18600.0,2015-01-28 02:00:00+08:00
2001,Lexus,GS 430,Base,Sedan,automatic,jt8bl69s810002456,fl,2.0,106973.0,silver,black,d&a fine cars,5450.0,5300.0,2014-12-19 09:25:00+08:00
2002,Ford,Expedition,XLT,SUV,automatic,1fmru15wx2la52697,ca,1.0,157789.0,black,gray,800 loan mart,2000.0,700.0,2015-01-15 04:00:00+08:00
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,2g1wb5e31e1157092,il,3.0,23114.0,black,black,gm remarketing,13400.0,13800.0,2015-05-28 04:00:00+07:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbb5et180900,fl,4.0,21682.0,gray,black,hertz corporation/gdp,15700.0,14100.0,2015-01-19 04:30:00+08:00
2013,BMW,X3,xDrive28i,SUV,automatic,5uxwx9c53d0a15102,ca,4.0,43795.0,black,gray,financial services remarketing (repos),26300.0,28500.0,2015-05-27 05:30:00+07:00
2013,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g1wf5e34d1157753,ga,2.0,51286.0,silver,gray,hertz damaged liquidation,9575.0,7000.0,2015-05-14 05:30:00+07:00
2014,Ford,Edge,Limited,SUV,automatic,2fmdk3kc3eba38182,mi,5.0,24054.0,black,black,ars/enterprise,23200.0,22900.0,2015-01-08 01:00:00+08:00
2014,Chevrolet,Impala,LT,Sedan,automatic,2g1125s31e9286112,il,3.0,18545.0,black,gray,gm remarketing,19350.0,18400.0,2015-02-24 02:00:00+08:00
2008,Pontiac,G6,GT,coupe,automatic,1g2zh17n784166726,mi,5.0,87366.0,black,black,kevins marysville auto sales inc,5200.0,7700.0,2015-06-18 02:30:00+07:00
1996,Mercedes-Benz,E-Class,E320,Sedan,automatic,wdbjf55fxtj013722,ga,1.0,1.0,beige,tan,nalley infiniti decatur,1950.0,1700.0,2015-01-06 05:00:00+08:00
2014,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb2e7316542,fl,3.0,17155.0,black,black,gm remarketing,12600.0,12400.0,2015-01-26 05:00:00+08:00
2012,Dodge,Avenger,SXT,Sedan,automatic,1c3cdzcb4cn193042,mo,3.0,64547.0,red,black,gateway one lending & finance,8375.0,7900.0,2015-01-14 02:30:00+08:00
2014,Buick,LaCrosse,Premium II Group,Sedan,automatic,1g4gf5g39ef257202,il,3.0,19144.0,gray,black,gm remarketing,26800.0,27200.0,2015-06-11 04:00:00+07:00
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar3bm412703,nj,4.0,41425.0,blue,white,nissan infiniti lt,17850.0,17200.0,2015-02-11 01:30:00+08:00
2004,Infiniti,G35,Base,Sedan,automatic,jnkcv51f94m711059,wi,1.0,143699.0,gray,black,dt credit corporation,4200.0,2000.0,2015-01-21 02:30:00+08:00
2008,Jeep,Liberty,Sport,SUV,manual,1j8gn28k98w284439,va,3.0,61283.0,silver,gray,pohanka honda of fredericksburg,10250.0,9175.0,2015-02-26 01:20:00+08:00
1994,Ford,Explorer,Limited,SUV,automatic,1fmdu34xxrue37973,wa,2.0,205971.0,purple,tan,purple heart services inc,475.0,300.0,2015-01-21 04:30:00+08:00
2010,Buick,Enclave,CXL2,SUV,automatic,5galvced8aj171233,tn,4.0,118672.0,gold,tan,midtown motors,12950.0,12500.0,2015-02-04 02:30:00+08:00
1997,BMW,3 Series,328i,Sedan,automatic,wbacd4325vav50864,md,2.0,1.0,blue,beige,c & s autobrokers,1600.0,450.0,2015-01-27 05:00:00+08:00
2010,Dodge,Grand Caravan,SE,Minivan,automatic,2d4rn4dexar179020,az,2.0,120379.0,silver,gray,california auto finance,6100.0,4500.0,2015-02-12 03:00:00+08:00
2014,Chrysler,300,Base,Sedan,automatic,2c3ccaag9eh288534,pa,4.0,18265.0,silver,black,hertz corporation/gdp,19850.0,18800.0,2015-02-19 01:30:00+08:00
2006,Chevrolet,Cobalt,LT,Coupe,automatic,1g1al15f767824875,oh,1.0,135290.0,white,gray,credit acceptance corp/vrs/southfield,2700.0,2200.0,2015-02-19 01:00:00+08:00
1999,Acura,CL,2.3,Coupe,automatic,19uya3257xl001523,ca,2.0,146870.0,black,gray,trade in solutions,975.0,1100.0,2015-02-18 04:30:00+08:00
2004,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25u741210550,md,2.0,204754.0,white,gray,lease plan usa,2750.0,3200.0,2015-01-06 13:00:00+08:00
2007,Pontiac,G6,GT,Coupe,automatic,1g2zh18n074188287,ca,2.0,108476.0,white,gray,lincoln financial services,4325.0,3100.0,2014-12-17 12:30:00+08:00
2005,Chevrolet,Silverado 1500,LS,Crew Cab,automatic,2gcec13t151379935,ca,2.0,110996.0,black,gray,buyers auto sales,8575.0,8000.0,2014-12-17 12:30:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg5er472139,il,4.0,16686.0,white,black,k&m northfield dodge,19900.0,20300.0,2015-02-26 03:00:00+08:00
2014,Hyundai,Elantra,SE,sedan,automatic,5npdh4ae0eh531009,ga,2.0,27001.0,red,gray,enterprise vehicle exchange / tra / rental / tulsa,11950.0,6000.0,2015-05-28 05:30:00+07:00
2015,Kia,Sorento,LX,suv,automatic,5xyktca61fg585985,oh,5.0,14343.0,gray,gray,kia motors america  inc,20200.0,20300.0,2015-06-09 02:30:00+07:00
2013,Ford,Escape,SE,suv,automatic,1fmcu0gxxduc90522,ga,4.0,59350.0,gray,black,ford motor credit company llc pd,13150.0,13000.0,2015-06-09 02:30:00+07:00
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhexep067946,nj,3.0,34161.0,blue,gray,avis corporation,12500.0,12600.0,2015-06-03 02:30:00+07:00
2006,Volvo,XC90,V8,SUV,automatic,yv4cz852661250905,md,3.0,123934.0,silver,black,ourisman of clarksville inc,6750.0,6000.0,2015-01-13 09:30:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbg7et177752,fl,3.0,21771.0,white,black,hertz corporation/gdp,16600.0,15000.0,2015-01-05 04:30:00+08:00
2014,Chevrolet,Sonic,LTZ,Hatchback,automatic,1g1je6sb8e4201919,co,4.0,18822.0,blue,black,gm remarketing,12050.0,11700.0,2015-02-17 03:30:00+08:00
2014,Chrysler,200,LX,Sedan,automatic,1c3ccbab8en236863,fl,4.0,15502.0,gold,black,hertz corporation/gdp,12100.0,11500.0,2015-01-19 04:30:00+08:00
2012,Ford,Fiesta,S,Sedan,automatic,3fadp4ajxcm115451,ca,3.0,85779.0,white,beige,crb auto finance,5175.0,6600.0,2015-02-25 04:30:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg9er268071,mn,4.0,20820.0,red,black,pv holding inc/gdp,17250.0,18200.0,2015-02-25 05:00:00+08:00
2014,Chevrolet,Impala Limited,LTZ Fleet,Sedan,automatic,2g1wc5e37e1113059,il,4.0,20623.0,black,gray,gm remarketing,14950.0,15000.0,2015-03-05 03:00:00+08:00
2011,Kia,Sorento,Base,SUV,automatic,5xykt3a18bg001886,ca,2.0,74774.0,blue,gray,sst financial,10450.0,8000.0,2015-01-07 04:30:00+08:00
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew7eda19998,wa,5.0,8787.0,white,gray,u-haul,21900.0,21600.0,2015-02-25 05:50:00+08:00
2011,Buick,Enclave,CX,SUV,automatic,5gakraed7bj296679,tx,2.0,114629.0,gray,tan,supreme fcu,10150.0,11500.0,2015-03-06 03:00:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbg7et177931,pa,4.0,30027.0,gray,black,hertz corporation/gdp,15600.0,14000.0,2015-01-22 01:30:00+08:00
2014,Chrysler,300,C,Sedan,automatic,2c3ccakt6eh288146,co,4.0,12105.0,silver,black,overland west inc,26100.0,27600.0,2015-03-03 04:00:00+08:00
2010,GMC,Sierra 1500,Denali,Crew Cab,automatic,3gtrkxe28ag111106,fl,4.0,176681.0,white,beige,westfall auto sales,19100.0,16000.0,2015-01-27 08:00:00+08:00
2010,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ev5afb57038,tn,4.0,106612.0,white,tan,midtown motors,15800.0,16200.0,2015-01-28 02:30:00+08:00
2002,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b22u207442,va,2.0,176606.0,white,gray,fredericksburg remarketing,3375.0,1200.0,2015-02-12 03:50:00+08:00
2006,Toyota,Corolla,S,Sedan,automatic,2t1br30e66c704875,oh,1.0,132653.0,blue,gray,santander consumer,4700.0,3500.0,2015-05-26 05:00:00+07:00
2014,Chevrolet,Impala,LT,Sedan,automatic,2g1125s3xe9244859,fl,4.0,27169.0,white,gray,gm remarketing,18550.0,19800.0,2015-01-26 05:00:00+08:00
1996,Honda,Accord,EX V6,Sedan,automatic,1hgce6678ta001743,va,2.0,220234.0,green,tan,purple heart,300.0,1650.0,2015-02-05 03:50:00+08:00
2007,Jeep,Compass,Sport,SUV,automatic,1j8ft47w67d123994,oh,3.0,86322.0,red,gray,credit acceptance corp/vrs/southfield,5050.0,5900.0,2015-02-17 04:00:00+08:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn416937,ca,3.0,30606.0,white,black,nissan-infiniti lt,12150.0,11500.0,2015-02-03 04:30:00+08:00
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k7f86fga03969,ga,5.0,20455.0,red,gray,ars/enterprise,30900.0,33500.0,2015-01-27 01:30:00+08:00
2000,Volkswagen,New Beetle,GLS,Hatchback,automatic,3vwcc21c1ym467619,nc,2.0,133811.0,silver,gray,hendrick honda,1400.0,1500.0,2015-01-07 14:30:00+08:00
1996,Chevrolet,Impala,SS,Sedan,automatic,1g1bl52p2tr193235,hi,2.0,62263.0,gray,gray,navy fcu,3075.0,7250.0,2015-01-14 06:30:00+08:00
2014,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwd17aj6em364066,il,4.0,14143.0,gray,black,vci/eich motor company,12900.0,13400.0,2015-02-10 02:00:00+08:00
2013,Lexus,LX 570,Base,SUV,automatic,jtjhy7ax5d4088121,ca,4.0,51779.0,silver,tan,toyota motor sales/lexus,59400.0,55600.0,2014-12-18 12:30:00+08:00
2013,Toyota,Tacoma,V6,double cab,automatic,3tmmu4fn8dm057369,ca,4.0,24585.0,gray,gray,toyota financial services,27100.0,27000.0,2015-05-27 06:00:00+07:00
2014,Dodge,Charger,R/T,sedan,automatic,2c3cdxdt7eh206129,mi,2.0,21391.0,black,black,chrysler capital,25500.0,22900.0,2015-06-04 02:30:00+07:00
2014,Kia,Forte,LX,Sedan,automatic,knafx4a61e5236969,tx,5.0,17462.0,white,black,kia motors america  inc,11850.0,11300.0,2015-05-27 03:30:00+07:00
2014,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae9eh456164,md,2.0,25080.0,red,gray,enterprise-tra,12850.0,8000.0,2014-12-23 11:00:00+08:00
2000,Land Rover,Discovery Series II,Base,SUV,automatic,salty124xya242272,ga,3.0,171706.0,blue,tan,rick hendrick buick gmc,825.0,1500.0,2014-12-30 13:00:00+08:00
2014,Chevrolet,Sonic,LT,Hatchback,automatic,1g1jc6sh2e4239124,tx,5.0,4326.0,gray,black,gm financial,11150.0,11400.0,2015-02-25 02:00:00+08:00
2014,Ford,E-Series Van,E-150,E-Series Van,automatic,1ftne1ew8eda07479,fl,2.0,9817.0,white,gray,enterprise vehicle exchange / tra / rental / tulsa,20200.0,18700.0,2015-01-06 01:00:00+08:00
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc3fr200000,ca,5.0,18733.0,silver,black,enterprise vehicle exchange/orange,41700.0,42750.0,2014-12-30 12:30:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg6er402911,tx,3.0,18283.0,silver,black,enterprise holdings/gdp,19700.0,18200.0,2015-03-04 02:00:00+08:00
2015,Toyota,Tacoma,Base,access cab,manual,5tfux4en0fx034514,oh,5.0,1816.0,white,gray,toyota financial services,24700.0,24900.0,2015-06-09 02:30:00+07:00
2008,Chrysler,300,Touring,Sedan,automatic,2c3la53g58h149175,ga,3.0,109357.0,gray,gray,peach state fcu,6825.0,7900.0,2015-01-15 02:00:00+08:00
2010,Chevrolet,Traverse,LT1,SUV,automatic,1gnlrfed2as144454,fl,4.0,60836.0,silver,gray,santander consumer,14000.0,14800.0,2015-03-05 01:35:00+08:00
2014,Kia,Optima,LX,Sedan,automatic,5xxgm4a75eg281255,ga,4.0,43070.0,black,beige,avis corporation,12750.0,12700.0,2015-05-21 02:30:00+07:00
2013,Cadillac,ATS,Luxury,Sedan,automatic,1g6ab5ra9d0139012,fl,3.0,41190.0,silver,black,the hertz corporation,18450.0,18500.0,2015-01-06 01:30:00+08:00
2014,Kia,Soul,+,Wagon,automatic,kndjp3a57e7078172,tx,5.0,13838.0,gray,black,kia motors america  inc,13950.0,14400.0,2015-02-25 02:30:00+08:00
2004,Acura,TL,3.2,Sedan,automatic,19uua66254a009921,oh,1.0,183343.0,beige,tan,acura columbus,3825.0,2300.0,2015-01-06 13:00:00+08:00
2000,Chevrolet,Express Cargo,G3500,Van,automatic,1gchg39r8y1221580,nj,1.0,128083.0,white,blue,new concepts leasing inc,1525.0,1400.0,2015-05-26 02:01:00+07:00
2008,Nissan,Frontier,SE,Crew Cab,automatic,1n6ad09u38c426058,la,2.0,119258.0,gray,gray,fifth third bank,10100.0,5400.0,2015-01-07 12:00:00+08:00
2015,Chevrolet,Suburban,LTZ,SUV,automatic,1gnskkkc8fr214218,nc,5.0,17481.0,white,brown,enterprise veh exchange/rental,55700.0,55800.0,2015-02-10 01:15:00+08:00
2013,Buick,LaCrosse,Leather Group,Sedan,automatic,1g4gc5e38df159630,sc,2.0,64571.0,white,black,hertz/tra,13900.0,7400.0,2015-02-19 00:30:00+08:00
2011,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9bc150067,va,2.0,48485.0,black,gray,consumer portfolio services,10100.0,7300.0,2015-02-25 01:30:00+08:00
1996,Mercedes-Benz,C-Class,C280,sedan,automatic,wdbha28e1tf440773,fl,2.0,192890.0,black,gray,metro ford inc,600.0,400.0,2015-06-02 02:15:00+07:00
2012,FIAT,500,Pop,Hatchback,manual,3c3cffar4ct280674,il,4.0,17905.0,red,black,ally,8600.0,7000.0,2015-02-12 02:00:00+08:00
2012,Chrysler,200,LX,Sedan,automatic,1c3ccbab2cn222342,nc,4.0,61471.0,white,black,dt credit corporation,8525.0,8900.0,2014-12-30 09:30:00+08:00
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,2g1wb5e33e1174198,fl,4.0,9348.0,white,beige,gm remarketing,13850.0,14200.0,2015-01-26 05:00:00+08:00
2009,Kia,Sorento,LX,SUV,automatic,kndjc735695895683,mn,3.0,74912.0,white,beige,fiserv/regional acceptance corp,7575.0,8800.0,2015-01-29 02:45:00+08:00
2014,Ford,Mustang,V6,convertible,automatic,1zvbp8em5e5289172,fl,2.0,38184.0,black,tan,enterprise vehicle exchange / tra / rental / tulsa,17250.0,10600.0,2015-06-09 02:00:00+07:00
2003,Lexus,RX 300,Base,SUV,automatic,jtjgf10u830155032,in,3.0,175063.0,blue,tan,tom givens,5000.0,2600.0,2015-01-22 04:30:00+08:00
2014,Ford,Edge,Limited,SUV,automatic,2fmdk3kc4eba46999,sc,2.0,23146.0,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,24300.0,19600.0,2015-01-22 04:00:00+08:00
2015,GMC,Yukon,SLT,SUV,automatic,1gks2bkc6fr297077,ny,2.0,1.0,black,black,hertz/tra,54700.0,18200.0,2015-05-06 02:00:00+07:00
2010,Honda,Pilot,EX-L,SUV,automatic,5fnyf4h53ab021422,mo,4.0,101959.0,gray,black,woodhouse ford inc,13650.0,13100.0,2015-02-03 03:00:00+08:00
2014,Chrysler,200,LX,Sedan,automatic,1c3ccbab9en213592,ca,2.0,27958.0,gray,black,enterprise vehicle exchange / tra / rental / tulsa,11000.0,7400.0,2015-06-03 08:05:00+07:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg5er352064,pa,4.0,28754.0,gray,black,hertz corporation/gdp,16400.0,15700.0,2015-01-08 01:30:00+08:00
1996,Mercury,Sable,GS,Sedan,automatic,1melm50u5ta609664,fl,1.0,120076.0,green,gray,coral springs honda,675.0,350.0,2015-02-13 01:30:00+08:00
2013,GMC,Sierra 1500,SLE,Extended Cab,automatic,1gtr2ve76dz286782,mi,5.0,50809.0,gray,black,kevins marysville auto sales inc,21800.0,23500.0,2015-02-19 01:30:00+08:00
2012,Ford,Edge,Limited,SUV,automatic,2fmdk3kc5cba15791,ca,4.0,20888.0,blue,black,ford motor credit company llc pd,22300.0,21700.0,2015-01-15 04:00:00+08:00
2003,Toyota,Highlander,Limited,SUV,automatic,jtehf21a030155121,sc,2.0,132644.0,black,beige,pee dee auto buyers,6075.0,6300.0,2015-03-05 02:00:00+08:00
2014,Hyundai,Elantra,SE,Sedan,automatic,kmhdh4ae2eu193985,in,2.0,15226.0,gray,black,enterprise vehicle exchange / tra / rental / tulsa,13250.0,8400.0,2015-02-04 04:59:00+08:00
2008,BMW,3 Series,328i,Wagon,automatic,wbavs13568fx16890,nc,4.0,63802.0,gray,silver,parkway automotive group,14450.0,13300.0,2015-01-09 09:30:00+08:00
2000,Honda,Accord,EX V6,Sedan,automatic,1hgcg165xya031135,mi,2.0,243411.0,black,gray,ocean honda,1225.0,950.0,2015-04-30 02:30:00+07:00
2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap2cm332735,ca,4.0,33700.0,black,black,nissan infiniti lt,25200.0,25750.0,2015-02-25 04:30:00+08:00
